0, 4.0, 2.5, 1.0 
180, 6.1, 5.9, 120.8 
360, 6.1, 5.9, 248.7 
540, 6.1, 5.9, 377.1 
720, 6.1, 5.9, 505.2 
900, 6.1, 6.0, 633.3 
1080, 6.0, 5.9, 760.7 
1260, 6.1, 6.0, 888.0 
1440, 6.1, 6.0, 1015.3 
1620, 6.1, 5.9, 1142.2 
1800, 6.2, 6.0, 1269.0 
1980, 6.2, 5.9, 1395.5 
2160, 6.1, 6.0, 1522.1 
2340, 6.2, 6.0, 1648.7 
2520, 6.2, 6.0, 1775.3 
2700, 6.1, 6.0, 1901.7 
2880, 6.2, 6.0, 2028.2 
3060, 6.2, 6.0, 2154.7 
3240, 6.2, 6.0, 2280.9 
3420, 6.1, 6.0, 2407.2 
3600, 6.2, 6.0, 2533.3 
3780, 6.1, 6.0, 2659.4 
3960, 6.1, 6.0, 2785.6 
4140, 6.2, 5.9, 2911.6 
4320, 6.2, 6.1, 3037.8 
4500, 6.2, 6.0, 3164.0 
4680, 6.2, 6.1, 3289.9 
4860, 6.2, 6.0, 3415.8 
5040, 6.1, 6.0, 3541.9 
5220, 6.1, 6.0, 3668.1 
5400, 6.1, 6.0, 3794.0 
5580, 6.1, 6.0, 3919.9 
5760, 6.1, 6.0, 4045.7 
5940, 6.2, 6.0, 4171.7 
6120, 6.2, 6.0, 4297.7 
6300, 6.1, 6.1, 4423.3 
6480, 6.2, 6.0, 4549.1 
6660, 6.2, 6.0, 4674.8 
6840, 6.1, 6.0, 4800.7 
7020, 6.1, 6.0, 4926.3 
7200, 6.2, 6.0, 5052.1 
7380, 6.1, 6.0, 5178.0 
7560, 6.1, 6.1, 5303.8 
7740, 6.1, 6.1, 5429.3 
7920, 6.2, 6.0, 5554.7 
8100, 6.2, 6.0, 5680.4 
8280, 6.2, 6.0, 5806.1 
8460, 6.1, 6.0, 5931.8 
8640, 6.2, 6.1, 6057.6 
8820, 6.2, 6.1, 6183.0 
9000, 6.2, 6.1, 6308.6 
9180, 6.1, 6.1, 6434.3 
9360, 6.1, 6.0, 6560.0 
9540, 6.2, 6.0, 6685.5 
9720, 6.2, 6.0, 6811.1 
9900, 6.1, 6.0, 6936.5 
10080, 6.1, 6.0, 7062.2 
10260, 6.1, 6.0, 7188.0 
10440, 6.1, 6.0, 7313.7 
10620, 6.2, 6.1, 7439.4 
10800, 6.2, 6.1, 7564.9 
10980, 6.2, 6.0, 7690.6 
11160, 6.2, 6.1, 7816.2 
11340, 6.1, 6.0, 7941.9 
11520, 6.2, 6.1, 8067.7 
11700, 6.3, 6.1, 8193.0 
11880, 6.1, 6.0, 8318.7 
12060, 6.2, 6.1, 8444.2 
12240, 6.2, 6.1, 8569.9 
12420, 6.1, 6.0, 8695.7 
12600, 6.2, 6.1, 8821.4 
12780, 6.2, 6.0, 8946.9 
12960, 6.1, 6.1, 9072.4 
13140, 6.2, 6.1, 9198.2 
13320, 6.2, 6.1, 9323.7 
13500, 6.2, 6.0, 9449.0 
13680, 6.2, 6.0, 9574.3 
13860, 6.2, 6.0, 9699.8 
14040, 6.2, 6.0, 9825.2 
14220, 6.2, 6.1, 9950.7 
14400, 6.2, 6.1, 10076.1 
14580, 6.1, 6.0, 10201.6 
14760, 6.2, 6.0, 10326.9 
14940, 6.2, 6.1, 10452.6 
15120, 6.1, 6.0, 10577.9 
15300, 6.2, 6.0, 10703.2 
15480, 6.2, 6.1, 10828.5 
15660, 6.1, 6.0, 10953.9 
15840, 6.2, 6.0, 11079.7 
16020, 6.2, 6.0, 11205.2 
16200, 6.1, 6.0, 11330.8 
16380, 6.2, 6.1, 11456.3 
16560, 6.2, 6.1, 11581.6 
16740, 6.1, 6.1, 11706.9 
16920, 6.2, 6.1, 11832.5 
17100, 6.1, 6.0, 11958.2 
17280, 6.2, 6.1, 12083.8 
17460, 6.1, 6.1, 12209.1 
17640, 6.1, 6.0, 12334.5 
17820, 6.2, 6.1, 12459.9 
