0, 0.0, 1.0, 1.0 
10000, 6.0, 10.0, 8890.0 
20000, 10.0, 4.0, 17731.0 
30000, 8.0, 7.0, 26595.0 
40000, 7.0, 6.0, 35421.0 
50000, 6.0, 6.0, 44425.0 
60000, 4.0, 3.0, 53207.0 
70000, 9.0, 7.0, 61944.0 
80000, 3.0, 7.0, 70681.0 
90000, 8.0, 5.0, 79634.0 
100000, 0.0, 7.0, 88566.0 
110000, 8.0, 10.0, 97239.0 
120000, 5.0, 6.0, 106055.0 
130000, 6.0, 11.0, 115052.0 
140000, 0.0, 6.0, 123944.0 
150000, 8.0, 4.0, 132860.0 
160000, 6.0, 9.0, 141555.0 
170000, 6.0, 5.0, 150330.0 
180000, 8.0, 3.0, 159248.0 
190000, 6.0, 4.0, 168119.0 
200000, 1.0, 0.0, 176926.0 
210000, 9.0, 9.0, 185870.0 
220000, 4.0, 2.0, 194584.0 
230000, 9.0, 5.0, 203378.0 
240000, 3.0, 9.0, 212109.0 
250000, 5.0, 1.0, 220898.0 
260000, 2.0, 5.0, 229633.0 
270000, 1.0, 10.0, 238537.0 
280000, 2.0, 5.0, 247393.0 
290000, 10.0, 4.0, 256298.0 
300000, 2.0, 4.0, 265301.0 
310000, 7.0, 11.0, 274341.0 
320000, 7.0, 1.0, 283407.0 
330000, 8.0, 5.0, 292192.0 
340000, 3.0, 2.0, 301218.0 
350000, 3.0, 7.0, 310316.0 
360000, 3.0, 5.0, 319345.0 
370000, 4.0, 3.0, 328463.0 
380000, 2.0, 2.0, 337458.0 
390000, 0.0, 2.0, 346584.0 
400000, 0.0, 7.0, 355608.0 
410000, 7.0, 1.0, 364693.0 
420000, 7.0, 7.0, 373791.0 
430000, 6.0, 4.0, 382860.0 
440000, 2.0, 1.0, 391981.0 
450000, 1.0, 2.0, 400954.0 
460000, 2.0, 7.0, 410061.0 
470000, 7.0, 7.0, 419224.0 
480000, 6.0, 5.0, 428261.0 
490000, 4.0, 3.0, 437314.0 
500000, 4.0, 6.0, 446449.0 
510000, 4.0, 7.0, 455423.0 
520000, 8.0, 6.0, 464317.0 
530000, 1.0, 4.0, 473146.0 
540000, 4.0, 5.0, 482266.0 
550000, 1.0, 2.0, 491343.0 
560000, 6.0, 9.0, 500332.0 
570000, 5.0, 3.0, 509374.0 
580000, 6.0, 3.0, 518605.0 
590000, 3.0, 4.0, 527634.0 
600000, 4.0, 3.0, 536617.0 
610000, 3.0, 9.0, 545665.0 
620000, 0.0, 6.0, 554779.0 
630000, 2.0, 5.0, 563931.0 
640000, 1.0, 3.0, 573168.0 
650000, 0.0, 4.0, 582225.0 
660000, 7.0, 6.0, 591437.0 
670000, 3.0, 2.0, 600606.0 
680000, 0.0, 8.0, 609638.0 
690000, 2.0, 4.0, 618782.0 
700000, 3.0, 7.0, 627821.0 
710000, 1.0, 7.0, 636943.0 
720000, 3.0, 2.0, 646023.0 
730000, 10.0, 11.0, 655167.0 
740000, 4.0, 5.0, 664477.0 
750000, 5.0, 9.0, 673381.0 
760000, 4.0, 2.0, 682496.0 
770000, 0.0, 10.0, 691744.0 
780000, 1.0, 8.0, 700968.0 
790000, 1.0, 9.0, 710094.0 
800000, 7.0, 6.0, 719275.0 
810000, 4.0, 7.0, 728592.0 
820000, 4.0, 10.0, 737811.0 
830000, 5.0, 1.0, 746862.0 
840000, 4.0, 10.0, 756007.0 
850000, 0.0, 6.0, 765241.0 
860000, 4.0, 2.0, 774481.0 
870000, 5.0, 8.0, 783597.0 
880000, 5.0, 4.0, 792773.0 
890000, 2.0, 2.0, 801953.0 
900000, 2.0, 8.0, 811166.0 
910000, 5.0, 5.0, 820325.0 
920000, 2.0, 9.0, 829511.0 
930000, 5.0, 1.0, 838653.0 
940000, 4.0, 5.0, 847784.0 
950000, 7.0, 5.0, 857035.0 
960000, 6.0, 2.0, 866343.0 
970000, 4.0, 1.0, 875528.0 
980000, 2.0, 0.0, 884853.0 
990000, 7.0, 7.0, 894046.0 
